iso3;location;region;hrp_location;indicator_name;indicator_source;indicator_id;date;alert_level;value;plot;map;plot2;other_images;summary_long;summary_short;summary_source;hdx_url;source_url;other_urls;further_information;campaign_url;campaign_date;signals_version
ETH;Ethiopia;Southern and Eastern Africa;True;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2023-08-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/6089fc2d-c7f1-62d2-a38c-4da2a603c7eb.png;;;;"As of August 2023, Ethiopia is experiencing a mixed situation regarding crop and humanitarian conditions. Early in the year, rainfall was well-distributed and abundant, supporting Belg crop production and the planting of Meher crops. However, recent months have seen mixed rainfall distribution with deficits up to 30% in regions like Afar, Tigray, and the Rift Valley, alongside above-average temperatures. These conditions pose risks to Meher crop growth, with the forecast for September predicting below-average rainfall.

Additionally, flooding in March and April affected many areas, while ongoing conflict, particularly heavy fighting recently spreading across Amhara, increases the risk of a new civil war, severely impacting food security and humanitarian efforts. Currently, between 19 and 20 million people need humanitarian food assistance, exacerbated by a cholera outbreak with 15,685 reported cases and 189 deaths. The situation remains precarious, with significant uncertainties about the main crop season's success due to potential insufficient rains and escalating conflict.";"Conflict and poor rains threaten food security; cholera worsens humanitarian crisis.";the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;https://fews.net/sites/default/files/2023-08/FAOB_August 2023_Final_0.pdf;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://fews.net/sites/default/files/2023-08/FAOB_August%202023_Final_0.pdf"">FEWSNET</a> </li></ol></p>";http://eepurl.com/iRHL4I#ETH;2023-08-11;0.1.0
GHA;Ghana;West and Central Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2017-05-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/c438d67a-ba12-ae4d-63e6-b06d6fd20624.png;;;;Currently, Northern Ghana is experiencing early season dryness due to several weeks of below-average rainfall. Although this has created some concerns, it is still possible for conditions to recover if there is consistent good rainfall for the rest of the season. Previously, up until February 2017, Ghana was not considered a drought hotspot, but there was some initial delay in the season for the central and southern parts due to low rainfall in February and March 2017. The situation for the central and southern regions seems to have improved by April as Ghana was not listed as a hotspot country at that time. Overall, while there are emerging concerns in Northern Ghana, there remains potential for recovery.;"Early season dryness threatens Northern crop yield; recovery possible with rain.";the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.";http://eepurl.com/iRHLcI#GHA;2017-05-11;0.1.0
GIN;Guinea;West and Central Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2018-05-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/68ac07fd-5348-02cb-b022-4093b490cfa6.png;;;;As of May 2018, parts of Guinea are experiencing drought conditions due to limited rainfall in late April and early May. This marks a change, as the country was not considered a hotspot for drought in the preceding six months. The situation is still developing, and continuous monitoring over the next periods is crucial.;Drought conditions emerging unexpectedly, raising concerns over rainfall insufficiency.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.";http://eepurl.com/iRHLnE#GIN;2018-05-11;0.1.0
GMB;Gambia;West and Central Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2018-08-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/bca77712-6a18-7a59-0060-27607d29646f.png;;;;As of August 2018, Gambia is experiencing mixed vegetation conditions due to irregularly distributed rainfall in the past two months. Despite some localized dry conditions, the overall situation during the 2018 crop season has been near normal, with most cereal planting, including maize and rice, nearly complete.;"Irregular rainfall causes mixed vegetation; cereal planting nearly complete.";the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.";http://eepurl.com/iRHLp6#GMB;2018-08-11;0.1.0
GMB;Gambia;West and Central Africa;False;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2019-07-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/ea53867b-5400-8f4f-de10-7b351f037a0d.png;;;;As of July 2019, The Gambia is experiencing drought-related challenges marked by a delayed onset of the rainy season and below-average rainfall. Mean temperatures have been 1-2 degrees above average since late May. Improved rainfall in the coming dekads is crucial to achieve normal planted areas and production. This situation is concerning given that the country had already experienced a significant drop in crop production in 2018, which was 52% below the 5-year average. Before July, The Gambia was not considered a hotspot country according to monthly ASAP analyses from January to June 2019.;Delayed rains, above-average temperatures intensify drought, threaten crop production recovery.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.";http://eepurl.com/iRHLvw#GMB;2019-07-11;0.1.0
GTM;Guatemala;Latin America and the Caribbean;True;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2020-11-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/fb8f9b50-cab7-eba6-5558-a58468c28145.png;;;;"**Situation Summary:**

As of November 2020, Guatemala is facing significant challenges due to heavy rains and strong winds brought by Hurricane ETA and Tropical Storm Iota. These events have caused substantial flooding, fatalities, landslides, and crop damage across numerous municipalities, severely impacting postrera bean production, especially in regions like Jutiapa, Chiquimula, Santa Rosa, Alta Verapaz, and others. 

Contextualizing this, the earlier part of the year saw generally favorable agro-climatic conditions for crop development and harvesting. Sowing and development of the primera season crops benefited from timely and above-average rains, despite some flooding from tropical storms Amanda and Cristobal in May-June. The primera season harvest was completed successfully, with above-average production anticipated due to beneficial weather conditions. Postrera planting also began well with adequate soil moisture.

However, the recent catastrophic weather events have disrupted this positive trajectory, resulting in extensive crop damage and posing a serious threat to food security in the affected regions.";Hurricane, tropical storm devastate crops, threaten food security after good start.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;"https://www.maga.gob.gt/download/info-2320.pdf; https://www.maga.gob.gt/download/info-2420.pdf";"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""https://www.maga.gob.gt/download/info-2320.pdf"">MAGA</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://www.maga.gob.gt/download/info-2420.pdf"">MAGA</a> </li></ol></p>";http://eepurl.com/iRHLF-/#GTM;2020-11-11;0.1.0
GTM;Guatemala;Latin America and the Caribbean;True;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2022-10-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/7a9b01be-3c0d-40b6-7dad-a238ba8cf54e.png;;;;"### Current Situation Summary (October 2022)

#### Agricultural Conditions:
- **Crops**: The primary crop harvest (maize, beans, sorghum) is ongoing and expected to conclude by November. Secondary season crops are in the growth stage. Despite initial optimism for an above-average Primera production, this outlook has been affected by hurricanes causing crop damage.
- **Rainfall**: Below-average rainfall was prevalent in October, particularly in the Central, Southern, and Western regions. 
- **SPI1**: 69% of cropland had normal rainfall; 31% experienced below-average rainfall, affecting the Western, Southern, Quiche, Huehuetenango, and Central regions.
- **Vegetation and Water**: Cropland vegetation is mostly normal, with an improvement in some areas due to the favorable conditions earlier in the Primera season. Water availability remained adequate despite some localized shortfalls.

#### Weather and Natural Disasters:
- **Hurricanes**: October was marked by significant hurricane activity, including Hurricanes Julia and Fiona, causing widespread infrastructure damage and severely affecting agricultural operations.
- **Rainfall Forecast**: Predictions indicate normal to slightly below-normal rainfall for the upcoming months, potentially influencing the growth of second-cycle crops.

#### Economic and Food Security:
- **Input Prices**: Persistent high prices for agricultural inputs, particularly fertilizers, continue to constrain production.
- **Food Prices**: Inflation remains a significant issue, with food prices notably high, impacting household purchasing power despite ongoing harvests. The national year-on-year inflation rate was 8.9% as of August, with food prices surging by 13.3%.
- **Food Security**: Approximately 3.2 million people are in IPC Phase 3 (Crisis) or above, a significant increase from the previous year. The hurricane impacts are likely to exacerbate this situation, particularly affecting maize harvests and transportation infrastructure.

Overall, the situation in October reflects a complex interplay of favorable initial conditions for agriculture heavily disrupted by natural disasters, alongside persistent economic challenges that continue to impact food security across the country.";Hurricanes hamper harvests, inflation spikes, 3.2 million face food insecurity.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;"https://climate.copernicus.eu/charts/c3s_seasonal/c3s_seasonal_spatial_mm_rain_3m?facets=Parameters,precipitation&time=2022100100,744,2022110100&type=ensm&area=area13; https://floodlist.com/america/central-america-hurricane-julia-october-2022; https://reliefweb.int/disaster/tc-2022-000357-blz; https://floodlist.com/america/floods-el-salvador-guatemala-honduras-nicaragua-september-2022; https://latinarepublic.com/2022/10/13/hurricane-julia-hits-central-american-countries-as-tropical-storm/; https://fews.net/central-america-and-caribbean/guatemala; https://www.fao.org/giews/countrybrief/country.jsp?code=GTM; https://latinarepublic.com/2022/10/13/hurricane-julia-hits-central-american-countries-as-tropical-storm/; https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1155665/?iso3=GTM";"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://climate.copernicus.eu/charts/c3s_seasonal/c3s_seasonal_spatial_mm_rain_3m?facets=Parameters,precipitation&amp;time=2022100100,744,2022110100&amp;type=ensm&amp;area=area13"">Copernicus C3S multi-system</a> </li><li> <a href=""https://floodlist.com/america/central-america-hurricane-julia-october-2022"">Floodlist, October 2022</a> </li><li> <a href=""https://reliefweb.int/disaster/tc-2022-000357-blz"">Reliefweb, November 2022</a> </li><li> <a href=""https://floodlist.com/america/floods-el-salvador-guatemala-honduras-nicaragua-september-2022"">Floodlist, September 2022</a> </li><li> <a href=""https://latinarepublic.com/2022/10/13/hurricane-julia-hits-central-american-countries-as-tropical-storm/"">Media, October 2022</a> </li><li> <a href=""https://fews.net/central-america-and-caribbean/guatemala"">FEWS NET, September 2022</a> </li><li> <a href=""https://www.fao.org/giews/countrybrief/country.jsp?code=GTM"">FAO GIEWS, November 2022</a> </li><li> <a href=""https://latinarepublic.com/2022/10/13/hurricane-julia-hits-central-american-countries-as-tropical-storm/"">Media, October 2022</a> </li><li> <a href=""https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1155665/?iso3=GTM"">IPC GT TWG, June 2022</a> </li></ol></p>";http://eepurl.com/iRHLWE#GTM;2022-10-11;0.1.0
HND;Honduras;Latin America and the Caribbean;True;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2019-08-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/ba9cf984-242e-3311-9083-35092c39361d.png;;;;As of August 2019, Honduras is experiencing significant crop-related drought conditions, particularly affecting the <i>primera</i> season. Despite a positive start to the season, with favorable conditions in May and above-average rainfall, dry conditions began to emerge in June and worsened in July. By August, cumulative rainfall was below average, leading to deteriorated vegetation status and concerning yield prospects. The southeastern regions, especially the Fonseca Gulf area (Valle, Choluteca, Paraiso, La Paz, and Morazan), have been hit hardest, with maize production expected to decline by 41% and bean production also falling short of expectations. Additionally, the water deficit and dryness have resulted in livestock losses in Olancho. The agricultural sector faces considerable challenges due to these continued dry conditions.;Persistent drought threatens crops, livestock, and yields, especially in southeast regions.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;http://sag.gob.hn/sala-de-prensa/noticias/ano-2019/agosto-2019/la-sag-presenta-acciones-ante-situacion-del-agro-debido-a-la-sequia/;"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""http://sag.gob.hn/sala-de-prensa/noticias/ano-2019/agosto-2019/la-sag-presenta-acciones-ante-situacion-del-agro-debido-a-la-sequia/"" title=""Link: http://sag.gob.hn/sala-de-prensa/noticias/ano-2019/agosto-2019/la-sag-presenta-acciones-ante-situacion-del-agro-debido-a-la-sequia/"">http://sag.gob.hn/sala-de-prensa/noticias/ano-2019/agosto-2019/la-sag-presenta-acciones-ante-situacion-del-agro-debido-a-la-sequia/</a> </li></ol></p>";http://eepurl.com/iRHLwI#HND;2019-08-11;0.1.0
HND;Honduras;Latin America and the Caribbean;True;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2019-09-11;High concern;2;https://mcusercontent.com/ea3f905d50ea939780139789d/images/ab05f772-f602-7585-07ac-cb7d3ebd21a9.png;;;;"### Summary of Current Crop-Related Drought Conditions in Honduras (September 2019)

The harvest of the **Primera season** has concluded in Honduras, and the situation is highly unfavorable due to significant rainfall deficits throughout the season. The latest data indicates a severe decline in maize production, estimated to be down by 50%. The most severely affected areas include subsistence farms in the Francisco Morazan Department, with 89% of maize losses, and major commercial areas in El Paraiso (67.9%) and Olancho (70.43%). For beans, which are less crucial than maize, there was a reported loss of 10.3%.

This marks the second consecutive year of below-average yields for the Primera season. The main issues traced back to July and August, where dry conditions and below-average rainfall particularly deteriorated the vegetation status in key regions like the Fonseca Gulf Area (Valle, Choluteca, and Paraiso regions) and continued into September. The **Postrera planting**, which comes after Primera, is also delayed due to poor rainfall.

In response to these challenging conditions, the government is recommending a focus on bean production to capitalize on the beneficial rainfall forecasted for the upcoming weeks.";Severe rainfall deficits lead to drastic maize loss, suggesting crop focus shift.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;"https://www.youtube.com/watch?v=dQVQTGEUS44&t=716s; https://www.youtube.com/watch?v=dQVQTGEUS44&t=716s; https://www.youtube.com/watch?v=dQVQTGEUS44&t=716s";"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""https://www.youtube.com/watch?v=dQVQTGEUS44&amp;t=716s"" title=""Link: https://www.youtube.com/watch?v=dQVQTGEUS44&amp;t=716s"">Dirección de Ciencia y Tecnología Agropecuaria - DICTA)</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://www.youtube.com/watch?v=dQVQTGEUS44&amp;t=716s"" title=""Link: https://www.youtube.com/watch?v=dQVQTGEUS44&amp;t=716s"">DICTA</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://www.youtube.com/watch?v=dQVQTGEUS44&amp;t=716s"">DICTA</a> </li></ol></p>";http://eepurl.com/iRHLxQ#HND;2019-09-11;0.1.0
HND;Honduras;Latin America and the Caribbean;True;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2020-11-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/52b6207d-748c-752f-2375-357f55108e90.png;;;;"### Current Drought and Crop Conditions Summary for Honduras (Up to November 2020)

**November 2020:**
Honduras has recently experienced significant challenges due to natural disasters. Early November brought torrential rains from Hurricane Eta, followed by additional heavy rains, which led to widespread landslides and flooding across the country. The excessive rainfall, ranging from 100 to 250% above average over the past 30 days, has severely impacted agriculture, damaging around 260,000 hectares. Specific crop losses include the destruction of 14,800 hectares of beans and 8,700 hectares of maize.

To mitigate these losses and support farmers, the government is distributing vouchers and seeds as part of the ""Bono de Solidaridad Productiva"" initiative. The most affected regions by flooding include Atlántida, Choluteca, Colón, Comayagua, Copán, El Paraíso, Francisco Morazán, Gracias a Dios, Intibucá, Lempira, Ocotepeque, Olancho, Santa Bárbara, Valle, and Yoro.

**Contextual Background:**
Earlier in the year, the planting of the *primera* season crops, primarily maize and beans, benefitted from the improving rainfall starting from May 2020, despite initial deficits. Tropical Storms Amanda and Cristobal caused some flooding in June, particularly affecting southern and western parts of Honduras. Despite this, the overall conditions for *primera* crops were favorable, resulting in above-average yields by September, with maize and beans both seeing better-than-average production.

Before the recent flooding, the harvest for the *primera* season was completed successfully, and the *postrera* season was ongoing with good prospects, supported by sufficient soil moisture and favorable weather conditions. The agricultural production for basic grains was estimated at 16.8 million quintals. The overall situation was not deemed critical by the October ASAP analysis.

**Summary:**
In summary, while Honduras managed a favorable *primera* season and the outlook for the *postrera* season was initially positive, the recent impact of Hurricane Eta and subsequent rains has significantly disrupted agricultural activities, leading to substantial crop damage and losses. The government has initiated measures to assist affected farmers and promote recovery.";Hurricane Eta devastates agriculture, damages 260,000 hectares, government aid begins.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;"https://priv-bx-myremote.tech.ec.europa.eu/v3/__https:/www.radiohrn.hn/,DanaInfo=.ausngikku0nJn0z,SSL+iota-y-eta-destruyen-115000-manzanas-de-cultivos-y-echan-a-perder-un-millon-de-litros-de-leche__;!!DOxrgLBm!Xt8uJsur6eWCJ3BZrl0CAeoNDsEjOSmtV2FMmPB0M8j8tXZYxw68EaQYRiaHg304sjMtHX8Xjw$; https://priv-bx-myremote.tech.ec.europa.eu/v3/__https:/sag.gob.hn/sala-de-prensa/noticias/ano-2/noviembre-2020/conferencia-de-prensa-cifr/,DanaInfo=.ausngikku0nJn0z,SSL+__;!!DOxrgLBm!Xt8uJsur6eWCJ3BZrl0CAeoNDsEjOSmtV2FMmPB0M8j8tXZYxw68EaQYRiaHg304sjO_QJKD2Q$; https://priv-bx-myremote.tech.ec.europa.eu/v3/__https:/sag.gob.hn/sala-de-prensa/noticias/ano-2/noviembre-2020/conferencia-de-prensa-cifr/,DanaInfo=.ausngikku0nJn0z,SSL+__;!!DOxrgLBm!Xt8uJsur6eWCJ3BZrl0CAeoNDsEjOSmtV2FMmPB0M8j8tXZYxw68EaQYRiaHg304sjO_QJKD2Q$";"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a target=""_blank"" rel=""nofollow"" href=""https://priv-bx-myremote.tech.ec.europa.eu/v3/__https:/www.radiohrn.hn/,DanaInfo=.ausngikku0nJn0z,SSL+iota-y-eta-destruyen-115000-manzanas-de-cultivos-y-echan-a-perder-un-millon-de-litros-de-leche__;!!DOxrgLBm!Xt8uJsur6eWCJ3BZrl0CAeoNDsEjOSmtV2FMmPB0M8j8tXZYxw68EaQYRiaHg304sjMtHX8Xjw%24"">media</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://priv-bx-myremote.tech.ec.europa.eu/v3/__https:/sag.gob.hn/sala-de-prensa/noticias/ano-2/noviembre-2020/conferencia-de-prensa-cifr/,DanaInfo=.ausngikku0nJn0z,SSL+__;!!DOxrgLBm!Xt8uJsur6eWCJ3BZrl0CAeoNDsEjOSmtV2FMmPB0M8j8tXZYxw68EaQYRiaHg304sjO_QJKD2Q%24"">SAG</a> </li><li> <a target=""_blank"" rel=""nofollow"" href=""https://priv-bx-myremote.tech.ec.europa.eu/v3/__https:/sag.gob.hn/sala-de-prensa/noticias/ano-2/noviembre-2020/conferencia-de-prensa-cifr/,DanaInfo=.ausngikku0nJn0z,SSL+__;!!DOxrgLBm!Xt8uJsur6eWCJ3BZrl0CAeoNDsEjOSmtV2FMmPB0M8j8tXZYxw68EaQYRiaHg304sjO_QJKD2Q%24"">SAG</a> </li></ol></p>";http://eepurl.com/iRHLF-/#HND;2020-11-11;0.1.0
HND;Honduras;Latin America and the Caribbean;True;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2022-01-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/acfc60ed-3a15-77ac-9907-f5ab122f502b.png;;;;"As of January 2022, Honduras is facing significant challenges in crop production and food security. The second rain season has just ended with mixed results. Rainfall deficits have notably affected eastern and northern areas, impacting several crops. Notably, Santa Barbara, Copan, Atlántida, Intibucá, Cortes, Lempira, Ocotepeque, Yoro, and Francisco Morazán have seen extensive cropland affected. Periodic better-than-average rainfall in December has not been sufficient to completely offset these deficits, leading to continued stress on water supplies for up to 29% of croplands.

Temperature conditions have been overall normal but slightly higher than average in some regions during parts of December and January. This can affect crop development, especially when combined with below-average rainfall. Although vegetation indices indicate mostly normal conditions, areas in the east, north, and central parts of the country are showing stress, with around 14% of cropland nationally being affected.

The food security situation remains critical. From December 2021 to March 2022, approximately 2.2 million people are expected to be in IPC Phase 3 (Crisis) or higher. The drivers of this crisis include low production from the Primera season harvest, dry conditions affecting the Postrera season, socioeconomic impacts of COVID-19, and high prices for food, inputs, and fuel. Additionally, past disasters and insufficient humanitarian assistance exacerbate the situation. Consequently, subsistence farmers, who lost up to half of their harvest in some regions, are expected to face severe challenges in food security and agricultural productivity.";Rain deficits and high costs drive food crisis, impacting 2.2 million.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;"https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1155409/?iso3=HND; https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1155409/?iso3=HND; https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Trinational_Acute_Food_Insec_2021Nov2022Aug_Report_Spanish.pdf";"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1155409/?iso3=HND"">IPC, January 2022</a> </li><li> <a href=""https://www.ipcinfo.org/ipc-country-analysis/details-map/en/c/1155409/?iso3=HND"">IPC, January 2022</a> </li><li> <a href=""https://www.ipcinfo.org/fileadmin/user_upload/ipcinfo/docs/IPC_Trinational_Acute_Food_Insec_2021Nov2022Aug_Report_Spanish.pdf"">IPC Trinacional TWG, January, 2022</a> </li></ol></p>";http://eepurl.com/iRHLO-/#HND;2022-01-11;0.1.0
HND;Honduras;Latin America and the Caribbean;True;agricultural_hotspots;jrc;jrc_agricultural_hotspots;2022-10-11;Medium concern;1;https://mcusercontent.com/ea3f905d50ea939780139789d/images/8b169ee2-d1e9-e6ae-e6d8-9176f1426f8e.png;;;;"As of October 2022, the agricultural situation in the country is facing significant challenges, heavily influenced by weather extremes and economic shocks. The harvest of the main season crops is still ongoing and expected to finish in early November, with near-average cereal harvests projected due to generally favorable weather conditions earlier in the season. However, October experienced below-average rainfall, with excessive rainfall during certain periods causing detrimental flooding that hampered ongoing harvests.

The situation was exacerbated by two hurricanes in October—Julia and Lisa—which caused flash floods, landslides, and extensive damage to infrastructure and agriculture. Notably, nearly 331,000 tons of maize were lost, and more than 100,000 people were affected by the severe weather events. This added to the strain already exerted by the persistent high inflation rates, with food prices significantly higher compared to previous years, limiting households' purchasing power and access to food.

Overall, while some crop areas had favorable conditions, the combined effect of erratic rainfall, hurricanes, and economic difficulties has severely impacted agricultural productivity and food security in the country. The acute food insecurity persists, with an estimated 2.6 million people in Crisis (IPC Phase 3). This assessment, however, does not fully reflect the recent impacts of inflation and the latest hurricane-induced damages.";Hurricanes, inflation, and erratic rainfall devastate harvest, affecting 2.6M people.;the JRC-ASAP system;https://data.humdata.org/dataset/asap-hotspots-monthly;https://agricultural-production-hotspots.ec.europa.eu;"https://www.fao.org/giews/countrybrief/country.jsp?code=HND; https://climate.copernicus.eu/charts/c3s_seasonal/c3s_seasonal_spatial_mm_rain_3m?facets=Parameters,precipitation&time=2022100100,744,2022110100&type=ensm&area=area13; https://floodlist.com/america/central-america-hurricane-julia-october-2022; https://reliefweb.int/disaster/tc-2022-000357-blz; https://floodlist.com/america/floods-el-salvador-guatemala-honduras-nicaragua-september-2022; https://latinarepublic.com/2022/10/13/hurricane-julia-hits-central-american-countries-as-tropical-storm/; https://www.fao.org/giews/countrybrief/country.jsp?code=GTM; https://fews.net/central-america-and-caribbean";"Access the data directly <a href=""https://data.humdata.org/dataset/asap-hotspots-monthly"">on HDX</a>. Visit the <a href=""https://agricultural-production-hotspots.ec.europa.eu"">ASAP homepage</a> to access additional data and use the ASAP Warning Explorer to contextualize the situation.<p><ol><li> <a href=""https://www.fao.org/giews/countrybrief/country.jsp?code=HND"">FAO-GIEWS</a> </li><li> <a href=""https://climate.copernicus.eu/charts/c3s_seasonal/c3s_seasonal_spatial_mm_rain_3m?facets=Parameters,precipitation&amp;time=2022100100,744,2022110100&amp;type=ensm&amp;area=area13"">Copernicus C3S multi-system</a> </li><li> <a href=""https://floodlist.com/america/central-america-hurricane-julia-october-2022"">Floodlist, October 2022</a> </li><li> <a href=""https://reliefweb.int/disaster/tc-2022-000357-blz"">Reliefweb, November 2022</a> </li><li> <a href=""https://floodlist.com/america/floods-el-salvador-guatemala-honduras-nicaragua-september-2022"">Floodlist, September 2022</a> </li><li> <a href=""https://latinarepublic.com/2022/10/13/hurricane-julia-hits-central-american-countries-as-tropical-storm/"">Media, October 2022</a> </li><li> <a href=""https://www.fao.org/giews/countrybrief/country.jsp?code=GTM"">FAO GIEWS, November 2022</a> </li><li> <a href=""https://fews.net/central-america-and-caribbean"">FEWS NET, October 2022</a> </li></ol></p>";http://eepurl.com/iRHLWE#HND;2022-10-11;0.1.0
